plz,city,cityaddition,district,street
01796,Pirna,,Liebethal,Bei der Liebethaler Kirche
01796,Pirna,,Pirna,Berggießhübeler Str.
01796,Pirna,,Pirna,Bergstr.
01796,Pirna,,Pirna,Bernhard-Muth-Str.
01796,Pirna,,Pirna,Bertolt-Brecht-Str.
01796,Pirna,,Pirna,Beyerstr.
01796,Pirna,,Pirna,Birkenweg
01796,Pirna,,Birkwitz,Birkwitzer Mittelweg
01796,Pirna,,Pirna,Birkwitzer Str.
01796,Pirna,,Pirna,Boleslawiecer Str.
01796,Pirna,,Bonnewitz,Bonnewitzer Berg
01796,Pirna,,Graupa,Bonnewitzer Str.
01796,Pirna,,Pirna,Borsbergblick
01796,Pirna,,Graupa,Borsbergstr.
01796,Pirna,,Pirna,Braudenstr.
01796,Pirna,,Pirna,Braustr.
01796,Pirna,,Pirna,Breite Str.
01796,Pirna,,Birkwitz,Brüchichtweg
01796,Pirna,,Pirna,Brückenstr.
01796,Pirna,,Pirna,Burglehnstr.
01796,Pirna,,Pirna,Carl-Maria-von-Weber-Platz
01796,Pirna,,Pirna,Clara-Zetkin-Str.
01796,Pirna,,Pirna,Cottaer Str.
01796,Pirna,,Pirna,Cunnersdorf
01796,Pirna,,Pirna,Damaschkestr.
01796,Pirna,,Pirna,Dammstr.
01796,Pirna,,Pirna,Deciner Str.
01796,Pirna,,Pirna,Dippoldiswalder Str.
01796,Pirna,,Pirna,Dohnaische Str.
01796,Pirna,,Pirna,Dohnaischer Platz
01796,Pirna,,Graupa,Dorfplatz
01796,Pirna,,Bonnewitz,Dorfstr.
01796,Pirna,,Pirna,Dr.-Benno-Scholze-Str.
01796,Pirna,,Pirna,Dr.-Friedrichs-Höhe
01796,Pirna,,Pirna,Dr.-Otto-Nuschke-Str.
01796,Pirna,,Pirna,Dr.-Wilhelm-Külz-Str.
01796,Pirna,,Pirna,Dresdner Str.
01796,Pirna,,Pirna,Eichbuschweg
01796,Pirna,,Pirna,Eichendorffstr.
01796,Pirna,,Pirna,Eichgrundweg
01796,Pirna,,Pirna,Einsteinstr.
01796,Pirna,,Pirna,Elfriede-Lohse-Wächtler-Str.
01796,Pirna,,Graupa,Emil-Gast-Str.
01796,Pirna,,Graupa,Emil-Pfanne-Str.
01796,Pirna,,Pirna,Emil-Schlegel-Str.
01796,Pirna,,Pirna,Erich-Schütze-Weg
01796,Pirna,,Pirna,Erlenweg
01796,Pirna,,Pirna,Ernst-Thälmann-Platz
01796,Pirna,,Pirna,Eschdorfer Weg
01796,Pirna,,Pirna,Fabrikstr.
01796,Pirna,,Pirna,Fasanenweg
01796,Pirna,,Pirna,Feistenbergstr.
01796,Pirna,,Pirna,Fichtenweg
01796,Pirna,,Pirna,Fleischergasse
01796,Pirna,,Pirna,Forstweg
01796,Pirna,,Pirna,Franz-Schubert-Str.
01796,Pirna,,Pirna,Fritz-Ehrlich-Str.
01796,Pirna,,Graupa,Fuchslochweg
01796,Pirna,,Pirna,Fährstr.
01796,Pirna,,Pirna,Gabelsbergerstr.
01796,Pirna,,Pirna,Gartenstr.
01796,Pirna,,Pirna,Gebrüder-Lein-Str.
01796,Pirna,,Pirna,Geibeltstr.
01796,Pirna,,Pirna,Gerhart-Hauptmann-Str.
01796,Pirna,,Pirna,Gerichtsstr.
01796,Pirna,,Pirna,Gertrud-Eysoldt-Str.
01796,Pirna,,Pirna,Geschwister-Scholl-Str.
01796,Pirna,,Pirna,Glashüttenstr.
01796,Pirna,,Pirna,Glasmacherweg
01796,Pirna,,Pirna,Goethestr.
01796,Pirna,,Birkwitz,Graupaer Str.
01796,Pirna,,Pirna,Graupaer Weg
01796,Pirna,,Pirna,Grenzstr.
01796,Pirna,,Pirna,Grohmannstr.
01796,Pirna,,Pirna,Großsedlitzer Str.
01796,Pirna,,Graupa,Grundmühlenstr.
01796,Pirna,,Pirna,Grundstr.
01796,Pirna,,Graupa,Grüner Weg
01796,Pirna,,Graupa,Gärtnerweg
01796,Pirna,,Graupa,Hainweg
01796,Pirna,,Pirna,Haldenweg
01796,Pirna,,Pirna,Hans-Holbein-Str.
01796,Pirna,,Graupa,Hans-von-Bülow-Weg
01796,Pirna,,Pirna,Hauptplatz
01796,Pirna,,Pirna,Hauptstr.
01796,Pirna,,Pirna,Haußnerstr.
01796,Pirna,,Pirna,Heidenauer Str.
01796,Pirna,,Pirna,Heinrich-Heine-Str.
01796,Pirna,,Graupa,Heinrich-Zille-Str.
01796,Pirna,,Pirna,Helmut-Just-Str.
01796,Pirna,,Pirna,Herbert-Liebsch-Str.
01796,Pirna,,Pirna,Herderstr.
01796,Pirna,,Birkwitz,Hermann-Scholze-Str.
01796,Pirna,,Pirna,Hohe Str.
01796,Pirna,,Bonnewitz,Hohlweg
01796,Pirna,,Bonnewitz,Hohnsteiner Weg
01796,Pirna,,Pirna,Holdergasse
01796,Pirna,,Pirna,Hospitalstr.
01796,Pirna,,Pirna,Hugo-Küttner-Str.
01796,Pirna,,Bonnewitz,Im Grund
01796,Pirna,,Graupa,Im Winkel
01796,Pirna,,Pirna,Jacobäerstr.
01796,Pirna,,Pirna,Jahnstr.
01796,Pirna,,Graupa,Jessener Weg
01796,Pirna,,Pirna,Johann-Sebastian-Bach-Str.
01796,Pirna,,Pirna,Johannes-Brahms-Str.
01796,Pirna,,Pirna,Joseph-Haydn-Str.
01796,Pirna,,Pirna,Julius-Fucik-Str.
01796,Pirna,,Pirna,Juri-Gagarin-Str.
01796,Pirna,,Pirna,Karl-Büttner-Str.
01796,Pirna,,Pirna,Karl-Liebknecht-Str.
01796,Pirna,,Graupa,Karl-Marx-Str.
01796,Pirna,,Graupa,Kastanienallee
01796,Pirna,,Graupa,Kiefernweg
01796,Pirna,,Pratzschwitz,Kiesstr.
01796,Pirna,,Pirna,Kirchgasse
01796,Pirna,,Pirna,Kirchplatz
01796,Pirna,,Graupa,Kirchweg
01796,Pirna,,Graupa,Kleiner Weg
01796,Pirna,,Pirna,Klostergäßchen
01796,Pirna,,Pirna,Klosterhof
01796,Pirna,,Pirna,Klosterstr.
01796,Pirna,,Pirna,Knaufmühle
01796,Pirna,,Pirna,Kohlbergstr.
01796,Pirna,,Pirna,Kohlbornweg
01796,Pirna,,Pirna,Krebser Str.
01796,Pirna,,Graupa,Kreuzerbergstr.
01796,Pirna,,Krietzschwitz,Krietzschwitz
01796,Pirna,,Pirna,Krietzschwitzer Str.
01796,Pirna,,Pirna,Kunstseidenstr.
01796,Pirna,,Graupa,Kurzer Weg
01796,Pirna,,Pirna,Königsteiner Str.
01796,Pirna,,Pirna,Lange Str.
01796,Pirna,,Pirna,Lauterbachstr.
01796,Pirna,,Pirna,Leglerstr.
01796,Pirna,,Liebethal,Lehmweg
01796,Pirna,,Pirna,Leite
01796,Pirna,,Pirna,Lessingstr.
01796,Pirna,,Liebethal,Liebethaler Grund
01796,Pirna,,Liebethal,Liebethaler Markt
01796,Pirna,,Pirna,Liebethaler Str.
01796,Pirna,,Pirna,Liebstädter Str.
01796,Pirna,,Graupa,Lindenallee
01796,Pirna,,Graupa,Lindengrundstr.
01796,Pirna,,Birkwitz,Lindenring
01796,Pirna,,Pirna,Lindenstr.
01796,Pirna,,Pirna,Lindenstr.
01796,Pirna,,Pirna,Lindigtgut
01796,Pirna,,Graupa,Lochmühlenweg
01796,Pirna,,Graupa,Lohengrinstr.
01796,Pirna,,Pirna,Lohmener Str.
01796,Pirna,,Pirna,Lohmgrund
01796,Pirna,,Pirna,Longuyoner Str.
01796,Pirna,,Pirna,Lucas-Cranach-Str.
01796,Pirna,,Pirna,Ludwig-Richter-Str.
01796,Pirna,,Pirna,Lugstr.
01796,Pirna,,Pirna,Marktgasse
01796,Pirna,,Graupa,Marktweg
01796,Pirna,,Bonnewitz,Martin-Kretschmer-Str.
01796,Pirna,,Pirna,Max-Meutzner-Weg
01796,Pirna,,Pirna,Max-Schwarze-Str.
01796,Pirna,,Pirna,Maxim-Gorki-Str.
01796,Pirna,,Graupa,Meiereiweg
01796,Pirna,,Pirna,Meller Weg
01796,Pirna,,Graupa,Mittelweg
01796,Pirna,,Pirna,Mozartstr.
01796,Pirna,,Pirna,Mühlenstr.
01796,Pirna,,Pirna,Neue Str.
01796,Pirna,,Pirna,Nicolaistr.
01796,Pirna,,Pirna,Niedere Burgstr.
01796,Pirna,,Pirna,Niederleite
01796,Pirna,,Pirna,Niederposta
01796,Pirna,,Pirna,Niedervogelgesang
01796,Pirna,,Pirna,Nikolsdorfer Weg
01796,Pirna,,Pirna,Obere Burgstr.
01796,Pirna,,Pirna,Oberer Platz
01796,Pirna,,Pirna,Oberleite
01796,Pirna,,Pirna,Oberlindigt
01796,Pirna,,Pirna,Oberposta
01796,Pirna,,Obervogelgesang,Obervogelgesang
01796,Pirna,,Pirna,Otto-Gedlich-Str.
01796,Pirna,,Pirna,Otto-Walther-Str.
01796,Pirna,,Birkwitz,Pappelweg
01796,Pirna,,Pirna,Pillnitzer Str.
01796,Pirna,,Graupa,Pillnitzer Weg
01796,Pirna,,Graupa,Pirnaer Weg
01796,Pirna,,Pirna,Plangasse
01796,Pirna,,Liebethal,Porschendorfer Str.
01796,Pirna,,Pirna,Postaer Str.
01796,Pirna,,Pirna,Postweg
01796,Pirna,,Pirna,Pratzschwitzer Str.
01796,Pirna,,Pirna,Pratzschwitzer Str.
01796,Pirna,,Pratzschwitz,Pratzschwitzer Str.
01796,Pirna,,Pratzschwitz,Pratzschwitzer Str.
01796,Pirna,,Birkwitz,Pratzschwitzer Str.
01796,Pirna,,Birkwitz,Pratzschwitzer Str.
01796,Pirna,,Graupa,Prof.-Gaßmeyer-Str.
01796,Pirna,,Graupa,Prof.-Guhr-Str.
01796,Pirna,,Pirna,Prof.-Joliot-Curie-Str.
01796,Pirna,,Pirna,Prof.-Roßmäßler-Str.
01796,Pirna,,Graupa,Prof.-Werner-Str.
01796,Pirna,,Pirna,Querweg
01796,Pirna,,Pirna,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Bonnewitz,Radeberger Str.
01796,Pirna,,Pirna,Remscheider Str.
01796,Pirna,,Pirna,Reutlinger Str.
01796,Pirna,,Graupa,Richard-Wagner-Str.
01796,Pirna,,Pirna,Robert-Klett-Ring
01796,Pirna,,Pirna,Robert-Koch-Str.
01796,Pirna,,Pirna,Robert-Schumann-Platz
01796,Pirna,,Pirna,Rosa-Luxemburg-Str.
01796,Pirna,,Pirna,Rosenstr.
01796,Pirna,,Pirna,Rottwerndorfer Str.
01796,Pirna,,Pirna,Rudolf-Breitscheid-Str.
01796,Pirna,,Pirna,Rudolf-Renner-Str.
01796,Pirna,,Pirna,Sandweg
01796,Pirna,,Pirna,Schandauer Str.
01796,Pirna,,Pirna,Schillerstr.
01796,Pirna,,Pirna,Schlachthofgäßchen
01796,Pirna,,Pirna,Schlegelweg
01796,Pirna,,Pirna,Schloß Zehista
01796,Pirna,,Pirna,Schloßhof
01796,Pirna,,Pirna,Schloßpark
01796,Pirna,,Pirna,Schloßstr.
01796,Pirna,,Pirna,Schlängelbachweg
01796,Pirna,,Pirna,Schmiedestr.
01796,Pirna,,Birkwitz,Schmiedeweg
01796,Pirna,,Pirna,Schuhgasse
01796,Pirna,,Pirna,Schulstr.
01796,Pirna,,Pirna,Schulweg
01796,Pirna,,Pirna,Schäferbergweg
01796,Pirna,,Graupa,Schönfelder Weg
01796,Pirna,,Pirna,Schössergasse
01796,Pirna,,Pirna,Seidewitzer Str.
01796,Pirna,,Pirna,Seilergäßchen
01796,Pirna,,Pirna,Seminarstr.
01796,Pirna,,Pirna,Siedlung
01796,Pirna,,Pirna,Siegfried-Rädel-Str.
01796,Pirna,,Graupa,Siegfriedweg
01796,Pirna,,Pirna,Sonnenhag
01796,Pirna,,Pirna,Sonnenweg
01796,Pirna,,Birkwitz,Sportplatzweg
01796,Pirna,,Liebethal,Steinbrecherweg
01796,Pirna,,Pirna,Steinhügelweg
01796,Pirna,,Pirna,Steinplatz
01796,Pirna,,Pirna,Steinwandweg
01796,Pirna,,Pirna,Straße der Freundschaft
01796,Pirna,,Pirna,Straße der Jugend
01796,Pirna,,Pirna,Struppener Str.
01796,Pirna,,Birkwitz,Söbrigener Str.
01796,Pirna,,Pirna,Söbrigener Weg
01796,Pirna,,Pirna,Tannenweg
01796,Pirna,,Graupa,Tannhäuserweg
01796,Pirna,,Graupa,Teichweg
01796,Pirna,,Graupa,Thomas-Mann-Str.
01796,Pirna,,Pirna,Thomas-Müntzer-Siedlung
01796,Pirna,,Pirna,Tischerplatz
01796,Pirna,,Graupa,Tschaikowskiplatz
01796,Pirna,,Pirna,Turmgutstr.
01796,Pirna,,Pirna,Töpfergasse
01796,Pirna,,Pirna,Urnenweg
01796,Pirna,,Pirna,Varkausring
01796,Pirna,,Pirna,Vogelwiese
01796,Pirna,,Pirna,Vorwerkstr.
01796,Pirna,,Pirna,Waldhufenweg
01796,Pirna,,Pratzschwitz,Waldstr.
01796,Pirna,,Pirna,Walkmühlenweg
01796,Pirna,,Pirna,Walter-Richter-Str.
01796,Pirna,,Pirna,Walter-Schmiedel-Weg
01796,Pirna,,Pirna,Weg der Jungen Pioniere
01796,Pirna,,Pirna,Wehlener Str.
01796,Pirna,,Birkwitz,Weidenweg
01796,Pirna,,Pirna,Weinbergweg
01796,Pirna,,Pirna,Weinleite
01796,Pirna,,Pirna,Wesenitzleite
01796,Pirna,,Pirna,Wiesenweg
01796,Pirna,,Graupa,Willy-Dörner-Str.
01796,Pirna,,Pirna,Wirthstr.
01796,Pirna,,Bonnewitz,Wünschendorfer Str.
01796,Pirna,,Graupa,Zaschendorfer Str.
01796,Pirna,,Pirna,Zehistaer Siedlung
01796,Pirna,,Pirna,Zehistaer Str.
01796,Pirna,,Birkwitz,Ziegeleiweg
01796,Pirna,,Pirna,Ziegelstr.
01796,Pirna,,Liebethal,Zum Malerweg
01796,Pirna,,Pirna,Zum Wesenitzbogen
01796,Pirna,,Liebethal,Zur Schäferei
01796,Pirna,,Pirna,Äußere Kohlbergstr.
01796,Pirna,,Pirna,Äußere Pillnitzer Str.
01796,Struppen,,Naundorf,Am Bärenstein
01796,Struppen,,Struppen,Am Kirchberg
01796,Struppen,,Thürmsdorf,Am Schloßberg
01796,Struppen,,Thürmsdorf,Am Sonnenhang
01796,Struppen,,Naundorf,Am Steinhübel
01796,Struppen,,Struppen-Siedlung,An der Seilbahn
01796,Struppen,,Struppen,Bahnhofstr.
01796,Struppen,,Naundorf,Borngasse
01796,Struppen,,Struppen,Bärensteinstr.
01796,Struppen,,Thürmsdorf,Bärensteinweg
01796,Struppen,,Ebenheit,Ebenheit
01796,Struppen,,Struppen-Siedlung,Festungsblick
01796,Struppen,,Struppen,Gartenstr.
01796,Struppen,,Thürmsdorf,Gartenweg
01796,Struppen,,Struppen,Hauptstr.
01796,Struppen,,Struppen,Heckenweg
01796,Struppen,,Struppen-Siedlung,Hohe Str.
01796,Struppen,,Struppen,Kirchberg
01796,Struppen,,Struppen-Siedlung,Lilienring
01796,Struppen,,Naundorf,Lindenweg
01796,Struppen,,Thürmsdorf,Pehnaberg
01796,Struppen,,Naundorf,Rauensteinweg
01796,Struppen,,Naundorf,Robert-Sterl-Str.
01796,Struppen,,Struppen,Schelleweg
01796,Struppen,,Struppen,Siedlung
01796,Struppen,,Struppen-Siedlung,Siedlungsring
01796,Struppen,,Thürmsdorf,Spitzbergweg
01796,Struppen,,Struppen,Sportplatzweg
01796,Struppen,,Naundorf,St.-Ursula-Weg
01796,Struppen,,Strand,Strand
01796,Struppen,,Struppen,Südstr.
01796,Struppen,,Struppen,Tal
01796,Struppen,,Struppen-Siedlung,Talblick
01796,Struppen,,Struppen,Thomas-Müntzer-Siedlung
01796,Struppen,,Thürmsdorf,Thürmsdorfer Str.
01796,Struppen,,Naundorf,Wehlener Str.
01796,Struppen,,Weißig,Weißig
01796,Dohma,,Dohma,Am Kirschberg
01796,Dohma,,Goes,Am Lehmberg
01796,Dohma,,Dohma,Am Tunnel
01796,Dohma,,Dohma,Bahretalstr.
01796,Dohma,,Goes,Bergweg
01796,Dohma,,Cotta,Cotta A
01796,Dohma,,Cotta,Cotta B
01796,Dohma,,Goes,Dorfstr.
01796,Dohma,,Dohma,Hohe Str.
01796,Dohma,,Goes,Lohmgrund
01796,Dohma,,Lohmgrund,Lohmgrund I
01796,Dohma,,Lohmgrund,Lohmgrund II
01796,Dohma,,Lohmgrund,Lohmgrund III
01796,Dohma,,Lohmgrund,Lohmgrund IV
01796,Dohma,,Goes,Neue Str.
01796,Dohma,,Dohma,Obere Siedlung
01796,Dohma,,Goes,Schindergraben
01796,Dohma,,Goes,Schlegelweg
01796,Dohma,,Dohma,Steinsägeweg
01796,Dohma,,Goes,Untere Dorfstr.
01796,Dohma,,Dohma,Untere Siedlung
01796,Dohma,,Dohma,Weinleite
01796,Dohma,,Dohma,Zum Heideberg
01796,Pirna,,Birkwitz,Ahornstr.
01796,Pirna,,Graupa,Ahornweg
01796,Pirna,,Pirna,Albert-Barthel-Str.
01796,Pirna,,Pirna,Albert-Wetzig-Str.
01796,Pirna,,Pirna,Albrecht-Dürer-Str.
01796,Pirna,,Pirna,Alt-Neundorf
01796,Pirna,,Pirna,Alt-Rottwerndorf
01796,Pirna,,Birkwitz,Altbirkwitz
01796,Pirna,,Pirna,Altjessen
01796,Pirna,,Bonnewitz,Am Bonnewitzer Rundling
01796,Pirna,,Pirna,Am Ehrenhain
01796,Pirna,,Pirna,Am Elbufer
01796,Pirna,,Pirna,Am Felsenkeller
01796,Pirna,,Pirna,Am Hang
01796,Pirna,,Pirna,Am Hausberg
01796,Pirna,,Graupa,Am Kiefernberg
01796,Pirna,,Pirna,Am Kiesberg
01796,Pirna,,Pirna,Am Kirchplatz
01796,Pirna,,Graupa,Am Kirchweg
01796,Pirna,,Pirna,Am Kohlberg
01796,Pirna,,Pirna,Am Landschloß
01796,Pirna,,Pratzschwitz,Am Lehnfeld
01796,Pirna,,Pirna,Am Lindigt
01796,Pirna,,Pirna,Am Markt
01796,Pirna,,Pirna,Am Mädelgraben
01796,Pirna,,Pirna,Am Osthang
01796,Pirna,,Pirna,Am Plan
01796,Pirna,,Birkwitz,Am Raseweg
01796,Pirna,,Pirna,Am Riesenfuß
01796,Pirna,,Pirna,Am Rundling
01796,Pirna,,Pirna,Am Schloßberg
01796,Pirna,,Pratzschwitz,Am See
01796,Pirna,,Pratzschwitz,Am Steingärtchen
01796,Pirna,,Graupa,Am Südhang
01796,Pirna,,Graupa,Am Tiefen Grund
01796,Pirna,,Graupa,Am Tännicht
01796,Pirna,,Pirna,Am Waldsaum
01796,Pirna,,Pirna,Am Wasserwerk
01796,Pirna,,Bonnewitz,Am Wildgehege
01796,Pirna,,Pirna,Amselweg
01796,Pirna,,Pirna,Amtstreppe
01796,Pirna,,Pirna,An der Brückmühle
01796,Pirna,,Pratzschwitz,An der Elbaue
01796,Pirna,,Pirna,An der Elbe
01796,Pirna,,Pirna,An der Gottleuba
01796,Pirna,,Pratzschwitz,An der Hopfendarre
01796,Pirna,,Bonnewitz,An der Ilke
01796,Pirna,,Pirna,An der Sandgrube
01796,Pirna,,Pirna,An der Schule
01796,Pirna,,Pirna,An der Seidewitz
01796,Pirna,,Pirna,An der Sonnenlehne
01796,Pirna,,Pirna,An der Viehleite
01796,Pirna,,Pratzschwitz,An der Wesenitzmündung
01796,Pirna,,Pirna,An der Ziegelei
01796,Pirna,,Pirna,Arthur-Pollack-Str.
01796,Pirna,,Pirna,Arthur-Thiermann-Str.
01796,Pirna,,Pirna,Aufbauring
01796,Pirna,,Pirna,August-Bebel-Str.
01796,Pirna,,Graupa,August-Röckel-Ring
01796,Pirna,,Pirna,Badergasse
01796,Pirna,,Graupa,Badstr.
01796,Pirna,,Pirna,Bahnhof
01796,Pirna,,Pirna,Bahnhofstr.
01796,Pirna,,Pirna,Bahretalstr.
01796,Pirna,,Pirna,Barbiergasse
01796,Pirna,,Pirna,Basteistr.
01796,Pirna,,Pirna,Beethovenstr.
01796,Pirna,,Liebethal,Bei der Liebethaler Kirche
01796,Pirna,,Pirna,Berggießhübeler Str.
01796,Pirna,,Pirna,Bergstr.
01796,Pirna,,Pirna,Bernhard-Muth-Str.
01796,Pirna,,Pirna,Bertolt-Brecht-Str.
01796,Pirna,,Pirna,Beyerstr.
01796,Pirna,,Pirna,Birkenweg
01796,Pirna,,Birkwitz,Birkwitzer Mittelweg
01796,Pirna,,Pirna,Birkwitzer Str.
01796,Pirna,,Pirna,Boleslawiecer Str.
01796,Pirna,,Bonnewitz,Bonnewitzer Berg
01796,Pirna,,Graupa,Bonnewitzer Str.
01796,Pirna,,Pirna,Borsbergblick
01796,Pirna,,Graupa,Borsbergstr.
01796,Pirna,,Pirna,Braudenstr.
01796,Pirna,,Pirna,Braustr.
01796,Pirna,,Pirna,Breite Str.
01796,Pirna,,Birkwitz,Brüchichtweg
01796,Pirna,,Pirna,Brückenstr.
01796,Pirna,,Pirna,Burglehnstr.
01796,Pirna,,Pirna,Carl-Maria-von-Weber-Platz
01796,Pirna,,Pirna,Clara-Zetkin-Str.
01796,Pirna,,Pirna,Cottaer Str.
01796,Pirna,,Pirna,Cunnersdorf
01796,Pirna,,Pirna,Damaschkestr.
01796,Pirna,,Pirna,Dammstr.
01796,Pirna,,Pirna,Deciner Str.
01796,Pirna,,Pirna,Dippoldiswalder Str.
01796,Pirna,,Pirna,Dohnaische Str.
01796,Pirna,,Pirna,Dohnaischer Platz
01796,Pirna,,Graupa,Dorfplatz
01796,Pirna,,Bonnewitz,Dorfstr.
01796,Pirna,,Pirna,Dr.-Benno-Scholze-Str.
01796,Pirna,,Pirna,Dr.-Friedrichs-Höhe
01796,Pirna,,Pirna,Dr.-Otto-Nuschke-Str.
01796,Pirna,,Pirna,Dr.-Wilhelm-Külz-Str.
01796,Pirna,,Pirna,Dresdner Str.
01796,Pirna,,Pirna,Eichbuschweg
01796,Pirna,,Pirna,Eichendorffstr.
01796,Pirna,,Pirna,Eichgrundweg
01796,Pirna,,Pirna,Einsteinstr.
01796,Pirna,,Pirna,Elfriede-Lohse-Wächtler-Str.
01796,Pirna,,Graupa,Emil-Gast-Str.
01796,Pirna,,Graupa,Emil-Pfanne-Str.
01796,Pirna,,Pirna,Emil-Schlegel-Str.
01796,Pirna,,Pirna,Erich-Schütze-Weg
01796,Pirna,,Pirna,Erlenweg
01796,Pirna,,Pirna,Ernst-Thälmann-Platz
01796,Pirna,,Pirna,Eschdorfer Weg
01796,Pirna,,Pirna,Fabrikstr.
01796,Pirna,,Pirna,Fasanenweg
01796,Pirna,,Pirna,Feistenbergstr.
01796,Pirna,,Pirna,Fichtenweg
01796,Pirna,,Pirna,Fleischergasse
01796,Pirna,,Pirna,Forstweg
01796,Pirna,,Pirna,Franz-Schubert-Str.
01796,Pirna,,Pirna,Fritz-Ehrlich-Str.
01796,Pirna,,Graupa,Fuchslochweg
01796,Pirna,,Pirna,Fährstr.
01796,Pirna,,Pirna,Gabelsbergerstr.
01796,Pirna,,Pirna,Gartenstr.
01796,Pirna,,Pirna,Gebrüder-Lein-Str.
01796,Pirna,,Pirna,Geibeltstr.
01796,Pirna,,Pirna,Gerhart-Hauptmann-Str.
01796,Pirna,,Pirna,Gerichtsstr.
01796,Pirna,,Pirna,Gertrud-Eysoldt-Str.
01796,Pirna,,Pirna,Geschwister-Scholl-Str.
01796,Pirna,,Pirna,Glashüttenstr.
01796,Pirna,,Pirna,Glasmacherweg
01796,Pirna,,Pirna,Goethestr.
01796,Pirna,,Birkwitz,Graupaer Str.
01796,Pirna,,Pirna,Graupaer Weg
01796,Pirna,,Pirna,Grenzstr.
01796,Pirna,,Pirna,Grohmannstr.
01796,Pirna,,Pirna,Großsedlitzer Str.
01796,Pirna,,Graupa,Grundmühlenstr.
01796,Pirna,,Pirna,Grundstr.
01796,Pirna,,Graupa,Grüner Weg
01796,Pirna,,Graupa,Gärtnerweg
01796,Pirna,,Graupa,Hainweg
01796,Pirna,,Pirna,Haldenweg
01796,Pirna,,Pirna,Hans-Holbein-Str.
01796,Pirna,,Graupa,Hans-von-Bülow-Weg
01796,Pirna,,Pirna,Hauptplatz
01796,Pirna,,Pirna,Hauptstr.
01796,Pirna,,Pirna,Haußnerstr.
01796,Pirna,,Pirna,Heidenauer Str.
01796,Pirna,,Pirna,Heinrich-Heine-Str.
01796,Pirna,,Graupa,Heinrich-Zille-Str.
01796,Pirna,,Pirna,Helmut-Just-Str.
01796,Pirna,,Pirna,Herbert-Liebsch-Str.
01796,Pirna,,Pirna,Herderstr.
01796,Pirna,,Birkwitz,Hermann-Scholze-Str.
01796,Pirna,,Pirna,Hohe Str.
01796,Pirna,,Bonnewitz,Hohlweg
01796,Pirna,,Bonnewitz,Hohnsteiner Weg
01796,Pirna,,Pirna,Holdergasse
01796,Pirna,,Pirna,Hospitalstr.
01796,Pirna,,Pirna,Hugo-Küttner-Str.
01796,Pirna,,Bonnewitz,Im Grund
01796,Pirna,,Graupa,Im Winkel
01796,Pirna,,Pirna,Jacobäerstr.
01796,Pirna,,Pirna,Jahnstr.
01796,Pirna,,Graupa,Jessener Weg
01796,Pirna,,Pirna,Johann-Sebastian-Bach-Str.
01796,Pirna,,Pirna,Johannes-Brahms-Str.
01796,Pirna,,Pirna,Joseph-Haydn-Str.
01796,Pirna,,Pirna,Julius-Fucik-Str.
01796,Pirna,,Pirna,Juri-Gagarin-Str.
01796,Pirna,,Pirna,Karl-Büttner-Str.
01796,Pirna,,Pirna,Karl-Liebknecht-Str.
01796,Pirna,,Graupa,Karl-Marx-Str.
01796,Pirna,,Graupa,Kastanienallee
01796,Pirna,,Graupa,Kiefernweg
01796,Pirna,,Pratzschwitz,Kiesstr.
01796,Pirna,,Pirna,Kirchgasse
01796,Pirna,,Pirna,Kirchplatz
01796,Pirna,,Graupa,Kirchweg
01796,Pirna,,Graupa,Kleiner Weg
01796,Pirna,,Pirna,Klostergäßchen
01796,Pirna,,Pirna,Klosterhof
01796,Pirna,,Pirna,Klosterstr.
01796,Pirna,,Pirna,Knaufmühle
01796,Pirna,,Pirna,Kohlbergstr.
01796,Pirna,,Pirna,Kohlbornweg
01796,Pirna,,Pirna,Krebser Str.
01796,Pirna,,Graupa,Kreuzerbergstr.
01796,Pirna,,Krietzschwitz,Krietzschwitz
01796,Pirna,,Pirna,Krietzschwitzer Str.
01796,Pirna,,Pirna,Kunstseidenstr.
01796,Pirna,,Graupa,Kurzer Weg
01796,Pirna,,Pirna,Königsteiner Str.
01796,Pirna,,Pirna,Lange Str.
01796,Pirna,,Pirna,Lauterbachstr.
01796,Pirna,,Pirna,Leglerstr.
01796,Pirna,,Liebethal,Lehmweg
01796,Pirna,,Pirna,Leite
01796,Pirna,,Pirna,Lessingstr.
01796,Pirna,,Liebethal,Liebethaler Grund
01796,Pirna,,Liebethal,Liebethaler Markt
01796,Pirna,,Pirna,Liebethaler Str.
01796,Pirna,,Pirna,Liebstädter Str.
01796,Pirna,,Graupa,Lindenallee
01796,Pirna,,Graupa,Lindengrundstr.
01796,Pirna,,Birkwitz,Lindenring
01796,Pirna,,Pirna,Lindenstr.
01796,Pirna,,Pirna,Lindenstr.
01796,Pirna,,Pirna,Lindigtgut
01796,Pirna,,Graupa,Lochmühlenweg
01796,Pirna,,Graupa,Lohengrinstr.
01796,Pirna,,Pirna,Lohmener Str.
